level,state,board_name,quarter,total,adult,dw,youth,ra,ra_adult,ra_dw,ra_youth,ojt,ra_ojt,ita,ra_ita,ss,ra_ss
board,AR,North Central,PY23_Q1,178,100,6,73,0,0,0,0,1,0,43,0,125,0
board,AR,North Central,PY23_Q2,180,100,6,75,0,0,0,0,1,0,43,0,125,0
board,AR,North Central,PY23_Q3,182,109,7,67,0,0,0,0,1,0,53,0,134,0
board,AR,North Central,PY23_Q4,188,108,5,76,0,0,0,0,0,0,51,0,140,0
board,AR,Northeast,PY20_Q1,145,84,32,29,1,1,0,0,0,0,94,0,79,0
board,AR,Northeast,PY20_Q2,136,85,31,20,0,0,0,0,0,0,102,0,85,0
board,AR,Northeast,PY20_Q3,126,74,28,24,0,0,0,0,0,0,89,0,74,0
board,AR,Northeast,PY20_Q4,130,65,29,36,0,0,0,0,0,0,79,0,64,0
board,AR,Northeast,PY21_Q1,146,78,26,42,0,0,0,0,0,0,85,0,71,0
board,AR,Northeast,PY21_Q2,141,81,26,34,0,0,0,0,0,0,80,0,67,0
board,AR,Northeast,PY21_Q3,149,90,20,38,0,0,0,0,0,0,79,0,68,0
board,AR,Northeast,PY21_Q4,161,81,18,60,0,0,0,0,0,0,73,0,63,0
board,AR,Northeast,PY22_Q1,132,70,6,56,0,0,0,0,0,0,36,0,59,0
board,AR,Northeast,PY22_Q2,116,62,8,46,0,0,0,0,0,0,36,0,60,0
board,AR,Northeast,PY22_Q3,138,92,11,34,0,0,0,0,0,0,48,0,70,0
board,AR,Northeast,PY22_Q4,104,81,6,16,0,0,0,0,0,0,45,0,55,0
board,AR,Northeast,PY23_Q1,84,63,7,14,0,0,0,0,0,0,35,0,50,0
board,AR,Northeast,PY23_Q2,84,59,8,17,0,0,0,0,0,0,30,0,47,0
board,AR,Northeast,PY23_Q3,94,65,10,19,0,0,0,0,0,0,32,0,51,0
board,AR,Northeast,PY23_Q4,83,50,9,24,0,0,0,0,0,0,25,0,40,0
board,AR,Northwest,PY20_Q1,207,90,51,52,3,2,1,0,0,0,154,3,109,0
board,AR,Northwest,PY20_Q2,178,68,50,46,2,1,1,0,0,0,136,2,97,0
board,AR,Northwest,PY20_Q3,179,65,46,51,3,1,2,0,0,0,129,2,95,0
board,AR,Northwest,PY20_Q4,233,65,54,96,3,1,2,0,0,0,129,2,94,0
board,AR,Northwest,PY21_Q1,201,76,40,82,4,1,2,1,1,0,129,3,112,1
board,AR,Northwest,PY21_Q2,192,77,33,80,1,0,0,1,2,0,125,1,118,1
board,AR,Northwest,PY21_Q3,172,75,27,70,1,0,0,1,1,0,117,1,111,1
board,AR,Northwest,PY21_Q4,182,82,30,70,1,0,0,1,0,0,126,1,116,1
board,AR,Northwest,PY22_Q1,143,73,20,50,2,0,0,2,0,0,81,2,103,2
board,AR,Northwest,PY22_Q2,140,73,17,50,1,0,0,1,0,0,73,1,97,1
board,AR,Northwest,PY22_Q3,147,78,15,54,2,0,0,2,0,0,72,1,94,2
board,AR,Northwest,PY22_Q4,129,65,18,45,1,0,0,1,0,0,61,0,76,1
board,AR,Northwest,PY23_Q1,65,34,10,21,1,0,0,1,0,0,32,0,47,1
board,AR,Northwest,PY23_Q2,50,28,6,16,0,0,0,0,0,0,25,0,35,0
board,AR,Northwest,PY23_Q3,48,22,9,16,0,0,0,0,0,0,24,0,30,0
board,AR,Northwest,PY23_Q4,62,28,8,24,0,0,0,0,0,0,23,0,28,0
board,AR,Southeast,PY20_Q1,213,110,23,80,0,0,0,0,0,0,182,0,56,0
board,AR,Southeast,PY20_Q2,224,114,17,93,0,0,0,0,0,0,189,0,53,0
board,AR,Southeast,PY20_Q3,204,112,16,76,0,0,0,0,0,0,176,0,47,0
board,AR,Southeast,PY20_Q4,189,103,15,71,0,0,0,0,0,0,153,0,48,0
board,AR,Southeast,PY21_Q1,141,68,13,60,0,0,0,0,0,0,85,0,49,0
board,AR,Southeast,PY21_Q2,83,44,18,21,0,0,0,0,0,0,70,0,38,0
board,AR,Southeast,PY21_Q3,81,45,16,20,0,0,0,0,0,0,69,0,37,0
board,AR,Southeast,PY21_Q4,135,47,10,78,0,0,0,0,0,0,58,0,30,0
board,AR,Southeast,PY22_Q1,150,53,12,86,0,0,0,0,1,0,52,0,43,0
board,AR,Southeast,PY22_Q2,144,59,9,77,0,0,0,0,1,0,52,0,40,0
board,AR,Southeast,PY22_Q3,146,65,6,76,0,0,0,0,1,0,51,0,38,0
board,AR,Southeast,PY22_Q4,130,68,4,58,0,0,0,0,1,0,46,0,33,0
board,AR,Southeast,PY23_Q1,120,68,1,51,0,0,0,0,0,0,46,0,37,0
board,AR,Southeast,PY23_Q2,88,64,1,23,0,0,0,0,0,0,41,0,30,0
board,AR,Southeast,PY23_Q3,86,67,0,19,0,0,0,0,0,0,45,0,26,0
board,AR,Southeast,PY23_Q4,114,60,0,53,0,0,0,0,0,0,35,0,22,0
board,AR,Southwest,PY20_Q1,72,47,15,10,0,0,0,0,0,0,67,0,60,0
board,AR,Southwest,PY20_Q2,84,49,18,17,0,0,0,0,0,0,77,0,73,0
board,AR,Southwest,PY20_Q3,61,36,13,12,0,0,0,0,0,0,56,0,53,0
board,AR,Southwest,PY20_Q4,50,28,10,12,0,0,0,0,0,0,36,0,32,0
board,AR,Southwest,PY21_Q1,58,40,7,11,0,0,0,0,0,0,48,0,47,0
board,AR,Southwest,PY21_Q2,54,38,7,9,0,0,0,0,0,0,42,0,43,0
board,AR,Southwest,PY21_Q3,49,32,8,9,0,0,0,0,0,0,40,0,39,0
board,AR,Southwest,PY21_Q4,51,37,6,7,0,0,0,0,0,0,36,0,34,0
board,AR,Southwest,PY22_Q1,52,38,8,6,0,0,0,0,0,0,39,0,45,0
board,AR,Southwest,PY22_Q2,34,25,6,3,0,0,0,0,0,0,25,0,30,0
board,AR,Southwest,PY22_Q3,41,24,7,10,0,0,0,0,0,0,29,0,33,0
board,AR,Southwest,PY22_Q4,49,32,5,12,0,0,0,0,0,0,27,0,32,0
board,AR,Southwest,PY23_Q1,60,41,5,14,0,0,0,0,0,0,35,0,44,0
board,AR,Southwest,PY23_Q2,49,25,8,16,0,0,0,0,0,0,29,0,36,0
board,AR,Southwest,PY23_Q3,54,30,9,15,0,0,0,0,0,0,31,0,38,0
board,AR,Southwest,PY23_Q4,46,24,8,14,0,0,0,0,0,0,22,0,28,0
board,AR,West Central,PY20_Q1,82,35,18,23,2,1,0,1,0,0,29,2,29,1
board,AR,West Central,PY20_Q2,81,38,20,19,2,1,0,1,0,0,34,2,28,1
board,AR,West Central,PY20_Q3,83,39,22,22,2,1,0,1,0,0,35,2,28,1
board,AR,West Central,PY20_Q4,88,35,25,28,1,1,0,0,0,0,28,1,25,1
board,AR,West Central,PY21_Q1,89,41,21,27,1,1,0,0,0,0,39,1,34,1
board,AR,West Central,PY21_Q2,85,34,19,32,1,1,0,0,0,0,35,1,29,1
board,AR,West Central,PY21_Q3,77,27,18,32,1,1,0,0,0,0,27,1,22,1
board,AR,West Central,PY21_Q4,84,36,16,32,1,1,0,0,0,0,25,1,20,1
board,AR,West Central,PY22_Q1,102,57,8,36,1,1,0,0,0,0,44,1,42,1
board,AR,West Central,PY22_Q2,101,52,7,41,1,1,0,0,0,0,48,1,46,1
board,AR,West Central,PY22_Q3,89,55,7,27,1,1,0,0,0,0,47,1,45,1
board,AR,West Central,PY22_Q4,88,55,7,26,0,0,0,0,0,0,43,0,41,0
board,AR,West Central,PY23_Q1,81,53,5,23,0,0,0,0,0,0,37,0,34,0
board,AR,West Central,PY23_Q2,71,49,3,19,0,0,0,0,0,0,34,0,32,0
board,AR,West Central,PY23_Q3,69,48,3,18,0,0,0,0,0,0,36,0,35,0
board,AR,West Central,PY23_Q4,68,46,1,21,0,0,0,0,0,0,32,0,28,0
board,AR,Western,PY20_Q1,71,27,13,32,3,1,1,1,0,0,55,3,45,3
board,AR,Western,PY20_Q2,65,24,13,29,1,0,1,0,0,0,48,1,44,1
board,AR,Western,PY20_Q3,50,17,12,21,1,0,1,0,0,0,36,1,35,1
board,AR,Western,PY20_Q4,57,22,9,26,1,0,1,0,0,0,38,1,31,1
board,AR,Western,PY21_Q1,55,23,7,25,1,0,1,0,0,0,41,1,35,1
board,AR,Western,PY21_Q2,44,16,3,25,1,0,1,0,0,0,29,1,31,1
board,AR,Western,PY21_Q3,43,17,2,24,1,0,1,0,0,0,31,1,31,1
board,AR,Western,PY21_Q4,49,20,2,27,1,0,1,0,0,0,35,1,35,1
board,AR,Western,PY22_Q1,55,25,3,27,1,0,1,0,0,0,31,1,45,1
board,AR,Western,PY22_Q2,57,32,2,23,1,0,1,0,0,0,40,1,51,1
board,AR,Western,PY22_Q3,64,37,2,25,1,0,1,0,0,0,46,1,57,1
board,AR,Western,PY22_Q4,64,34,6,24,1,0,1,0,0,0,46,1,56,1
board,AR,Western,PY23_Q1,85,36,18,31,1,0,1,0,0,0,70,1,78,1
board,AR,Western,PY23_Q2,66,28,14,24,1,0,1,0,0,0,53,1,58,1
board,AR,Western,PY23_Q3,59,27,10,23,1,0,1,0,0,0,45,1,49,1
board,AR,Western,PY23_Q4,38,17,7,15,0,0,0,0,0,0,24,0,28,0
state,AS,AS,PY20_Q1,56,25,5,26,2,0,2,0,0,0,2,2,17,0
state,AS,AS,PY20_Q2,61,34,6,21,3,1,2,0,0,0,4,3,19,1
state,AS,AS,PY20_Q3,41,25,0,16,1,1,0,0,0,0,2,1,17,1
state,AS,AS,PY20_Q4,20,15,0,5,1,1,0,0,0,0,1,1,4,1
state,AS,AS,PY21_Q1,171,5,9,157,0,0,0,0,0,0,1,0,3,0
state,AS,AS,PY21_Q2,14,5,9,0,0,0,0,0,0,0,0,0,0,0
state,AS,AS,PY21_Q3,21,13,8,0,0,0,0,0,0,0,0,0,0,0
state,AS,AS,PY21_Q4,10,10,0,0,0,0,0,0,0,0,0,0,0,0
state,AS,AS,PY22_Q1,18,17,0,1,0,0,0,0,0,0,0,0,0,0
state,AS,AS,PY22_Q2,13,13,1,0,0,0,0,0,0,0,0,0,0,0
state,AS,AS,PY22_Q3,51,49,1,2,0,0,0,0,0,0,0,0,0,0
state,AS,AS,PY22_Q4,19,19,1,0,0,0,0,0,0,0,0,0,0,0
state,AS,AS,PY23_Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
state,AS,AS,PY23_Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
state,AS,AS,PY23_Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
state,AS,AS,PY23_Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,AS,American Samoa Sda,PY20_Q1,56,25,5,26,2,0,2,0,0,0,2,2,17,0
board,AS,American Samoa Sda,PY20_Q2,61,34,6,21,3,1,2,0,0,0,4,3,19,1
board,AS,American Samoa Sda,PY20_Q3,41,25,0,16,1,1,0,0,0,0,2,1,17,1
board,AS,American Samoa Sda,PY20_Q4,20,15,0,5,1,1,0,0,0,0,1,1,4,1
board,AS,American Samoa Sda,PY21_Q1,171,5,9,157,0,0,0,0,0,0,1,0,3,0
board,AS,American Samoa Sda,PY21_Q2,14,5,9,0,0,0,0,0,0,0,0,0,0,0
board,AS,American Samoa Sda,PY21_Q3,21,13,8,0,0,0,0,0,0,0,0,0,0,0
board,AS,American Samoa Sda,PY21_Q4,10,10,0,0,0,0,0,0,0,0,0,0,0,0
board,AS,American Samoa Sda,PY22_Q1,18,17,0,1,0,0,0,0,0,0,0,0,0,0
board,AS,American Samoa Sda,PY22_Q2,13,13,1,0,0,0,0,0,0,0,0,0,0,0
board,AS,American Samoa Sda,PY22_Q3,51,49,1,2,0,0,0,0,0,0,0,0,0,0
board,AS,American Samoa Sda,PY22_Q4,19,19,1,0,0,0,0,0,0,0,0,0,0,0
board,AS,American Samoa Sda,PY23_Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,AS,American Samoa Sda,PY23_Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,AS,American Samoa Sda,PY23_Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,AS,American Samoa Sda,PY23_Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,AZ,ARIZONA@WORK – City of Phoenix,PY23_Q1,1271,743,41,511,2,2,0,0,3,0,571,2,712,1
board,AZ,ARIZONA@WORK – City of Phoenix,PY23_Q2,1158,682,42,427,8,8,0,0,7,0,539,7,617,0
board,AZ,ARIZONA@WORK – City of Phoenix,PY23_Q3,1216,712,45,447,15,15,0,0,48,7,515,7,566,0
board,AZ,ARIZONA@WORK – City of Phoenix,PY23_Q4,1153,590,47,477,9,9,0,0,40,7,370,2,446,0
board,AZ,ARIZONA@WORK – Coconino County,PY23_Q1,50,36,2,12,0,0,0,0,0,0,35,0,20,0
board,AZ,ARIZONA@WORK – Coconino County,PY23_Q2,53,36,5,12,1,1,0,0,0,0,38,1,19,0
board,AZ,ARIZONA@WORK – Coconino County,PY23_Q3,60,41,6,13,1,1,0,0,0,0,44,1,20,0
board,AZ,ARIZONA@WORK – Coconino County,PY23_Q4,57,34,4,19,0,0,0,0,0,0,37,0,15,0
board,AZ,ARIZONA@WORK – Maricopa County,PY23_Q1,1086,777,47,259,39,39,0,0,0,0,746,39,290,1
board,AZ,ARIZONA@WORK – Maricopa County,PY23_Q2,1180,865,65,243,71,71,0,0,0,0,793,60,296,3
board,AZ,ARIZONA@WORK – Maricopa County,PY23_Q3,1221,866,61,284,42,42,0,0,0,0,745,31,336,2
board,AZ,ARIZONA@WORK – Maricopa County,PY23_Q4,1280,891,52,330,38,38,0,0,0,0,610,28,327,2
board,AZ,ARIZONA@WORK – Mohave and La Paz Counties,PY23_Q1,389,238,7,140,0,0,0,0,16,0,147,0,300,0
board,AZ,ARIZONA@WORK – Mohave and La Paz Counties,PY23_Q2,483,270,10,158,0,0,0,0,14,0,206,0,343,0
board,AZ,ARIZONA@WORK – Mohave and La Paz Counties,PY23_Q3,559,287,12,182,1,0,1,0,10,0,258,1,378,1
board,AZ,ARIZONA@WORK – Mohave and La Paz Counties,PY23_Q4,622,289,15,195,1,0,1,0,9,0,292,1,361,1
board,AZ,ARIZONA@WORK – Nineteen Tribal Nations,PY23_Q1,273,190,0,104,2,2,0,0,0,0,57,0,67,2
board,AZ,ARIZONA@WORK – Nineteen Tribal Nations,PY23_Q2,277,186,0,118,2,2,0,0,0,0,66,0,65,2
board,AZ,ARIZONA@WORK – Nineteen Tribal Nations,PY23_Q3,273,182,0,115,0,0,0,0,0,0,71,0,64,0
board,AZ,ARIZONA@WORK – Nineteen Tribal Nations,PY23_Q4,276,176,0,122,0,0,0,0,0,0,67,0,61,0
board,AZ,ARIZONA@WORK – Northeastern Arizona,PY23_Q1,96,67,6,23,24,19,0,5,0,0,48,1,70,24
board,AZ,ARIZONA@WORK – Northeastern Arizona,PY23_Q2,99,69,6,24,24,19,0,5,0,0,47,1,71,24
board,AZ,ARIZONA@WORK – Northeastern Arizona,PY23_Q3,108,76,7,25,23,18,0,5,0,0,49,1,71,23
board,AZ,ARIZONA@WORK – Northeastern Arizona,PY23_Q4,140,106,7,27,23,18,0,5,1,0,45,1,70,23
board,AZ,ARIZONA@WORK – Pima,PY23_Q1,2024,1324,321,368,35,28,4,2,11,0,939,30,335,7
board,AZ,ARIZONA@WORK – Pima,PY23_Q2,2028,1321,318,354,35,28,3,2,6,0,960,29,337,8
board,AZ,ARIZONA@WORK – Pima,PY23_Q3,2110,1330,301,412,35,28,3,2,6,0,997,29,372,8
board,AZ,ARIZONA@WORK – Pima,PY23_Q4,2132,1322,286,460,32,26,3,2,10,0,880,27,351,7
board,AZ,ARIZONA@WORK – Pinal,PY23_Q1,225,124,29,73,0,0,0,0,18,0,128,0,172,0
board,AZ,ARIZONA@WORK – Pinal,PY23_Q2,214,112,34,69,0,0,0,0,22,0,108,0,171,0
board,AZ,ARIZONA@WORK – Pinal,PY23_Q3,234,144,32,58,0,0,0,0,24,0,114,0,191,0
board,AZ,ARIZONA@WORK – Pinal,PY23_Q4,214,129,21,64,0,0,0,0,16,0,92,0,169,0
board,AZ,ARIZONA@WORK – Santa Cruz County,PY23_Q1,44,12,2,30,1,0,1,0,0,0,18,1,9,0
board,AZ,ARIZONA@WORK – Santa Cruz County,PY23_Q2,38,14,2,22,0,0,0,0,0,0,16,0,9,0
board,AZ,ARIZONA@WORK – Santa Cruz County,PY23_Q3,50,28,4,18,0,0,0,0,0,0,17,0,5,0
board,AZ,ARIZONA@WORK – Santa Cruz County,PY23_Q4,62,36,7,19,0,0,0,0,0,0,22,0,5,0
board,AZ,ARIZONA@WORK – Southeastern Arizona,PY23_Q1,228,172,5,51,0,0,0,0,21,0,171,0,184,0
board,AZ,ARIZONA@WORK – Southeastern Arizona,PY23_Q2,185,137,6,42,0,0,0,0,10,0,140,0,141,0
board,AZ,ARIZONA@WORK – Southeastern Arizona,PY23_Q3,191,145,5,41,0,0,0,0,11,0,145,0,139,0
board,AZ,ARIZONA@WORK – Southeastern Arizona,PY23_Q4,180,135,5,40,0,0,0,0,8,0,136,0,128,0
board,AZ,ARIZONA@WORK – Yavapai County,PY23_Q1,181,129,29,24,1,1,0,0,54,1,102,0,17,0
board,AZ,ARIZONA@WORK – Yavapai County,PY23_Q2,187,120,32,36,1,1,0,0,49,1,105,0,22,0
board,AZ,ARIZONA@WORK – Yavapai County,PY23_Q3,188,120,33,36,0,0,0,0,46,0,100,0,21,0
board,AZ,ARIZONA@WORK – Yavapai County,PY23_Q4,213,120,37,57,0,0,0,0,59,0,81,0,19,0
board,AZ,ARIZONA@WORK – Yuma County,PY23_Q1,1231,586,100,495,7,3,0,4,77,0,405,5,606,6
board,AZ,ARIZONA@WORK – Yuma County,PY23_Q2,1338,604,116,557,7,3,0,4,76,0,425,5,627,6
board,AZ,ARIZONA@WORK – Yuma County,PY23_Q3,1399,611,115,606,5,2,0,3,66,0,433,3,620,4
board,AZ,ARIZONA@WORK – Yuma County,PY23_Q4,1261,522,107,577,3,2,0,1,45,0,351,3,479,3
state,AZ,AZ,PY20_Q1,8856,5273,1094,2617,601,571,19,15,122,2,2865,17,4089,117
state,AZ,AZ,PY20_Q2,8719,5048,1118,2674,654,621,23,14,112,1,2824,16,3904,103
state,AZ,AZ,PY20_Q3,8712,5037,1056,2719,547,514,23,14,125,0,2736,16,3675,91
state,AZ,AZ,PY20_Q4,8971,5210,1041,2804,592,558,26,12,144,0,2418,13,3380,84
state,AZ,AZ,PY21_Q1,8263,4797,972,2562,464,427,28,13,148,2,2841,11,3564,103
state,AZ,AZ,PY21_Q2,7986,4593,883,2565,525,496,20,13,127,2,2723,7,3481,98
state,AZ,AZ,PY21_Q3,7942,4641,820,2523,439,414,16,13,126,2,2722,7,3440,98
state,AZ,AZ,PY21_Q4,8342,5017,754,2612,434,408,18,12,112,0,2409,8,3196,93
state,AZ,AZ,PY22_Q1,8564,5280,720,2612,500,477,11,17,170,0,4031,469,3332,79
state,AZ,AZ,PY22_Q2,8351,5189,651,2557,561,540,10,16,114,0,3901,528,3135,72
state,AZ,AZ,PY22_Q3,7545,4476,653,2455,284,268,7,11,112,0,3385,254,2899,53
state,AZ,AZ,PY22_Q4,7052,4208,552,2327,191,179,4,9,111,0,2677,162,2463,39
state,AZ,AZ,PY23_Q1,7098,4398,589,2090,111,94,5,11,200,1,3367,78,2782,41
state,AZ,AZ,PY23_Q2,7240,4416,636,2062,149,133,3,11,184,1,3443,103,2718,43
state,AZ,AZ,PY23_Q3,7609,4542,621,2237,122,106,4,10,211,7,3488,73,2783,38
state,AZ,AZ,PY23_Q4,7590,4350,588,2387,106,93,4,8,188,7,2983,62,2431,36
board,AZ,Blank-AZ ETACode,PY23_Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,AZ,Blank-AZ ETACode,PY23_Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,AZ,Blank-AZ ETACode,PY23_Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,AZ,Blank-AZ ETACode,PY23_Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,AZ,"City of Phoenix, Phoenix Workforce Connection",PY20_Q1,1437,706,263,521,11,10,0,1,16,0,530,3,698,1
board,AZ,"City of Phoenix, Phoenix Workforce Connection",PY20_Q2,1307,580,212,561,8,7,0,1,13,0,484,3,673,1
board,AZ,"City of Phoenix, Phoenix Workforce Connection",PY20_Q3,1216,522,175,555,9,8,0,1,2,0,408,2,619,2
board,AZ,"City of Phoenix, Phoenix Workforce Connection",PY20_Q4,1219,548,154,543,7,7,0,0,0,0,349,1,549,1
board,AZ,"City of Phoenix, Phoenix Workforce Connection",PY21_Q1,1091,498,127,485,6,6,0,0,11,2,426,1,607,1
board,AZ,"City of Phoenix, Phoenix Workforce Connection",PY21_Q2,1085,443,101,554,6,6,0,0,13,2,412,1,681,1
board,AZ,"City of Phoenix, Phoenix Workforce Connection",PY21_Q3,1238,520,84,641,4,4,0,0,13,2,436,1,768,1
board,AZ,"City of Phoenix, Phoenix Workforce Connection",PY21_Q4,1559,696,85,786,3,3,0,0,18,0,388,2,840,2
board,AZ,"City of Phoenix, Phoenix Workforce Connection",PY22_Q1,1790,904,71,837,4,4,0,0,49,0,600,4,992,3
board,AZ,"City of Phoenix, Phoenix Workforce Connection",PY22_Q2,1584,759,59,787,5,5,0,0,10,0,545,5,902,2
board,AZ,"City of Phoenix, Phoenix Workforce Connection",PY22_Q3,1461,686,59,735,6,6,0,0,8,0,492,6,819,3
board,AZ,"City of Phoenix, Phoenix Workforce Connection",PY22_Q4,1443,732,46,681,7,7,0,0,2,0,407,7,749,2
board,AZ,Coconino County Career Center,PY20_Q1,19,7,1,11,0,0,0,0,0,0,7,0,9,0
board,AZ,Coconino County Career Center,PY20_Q2,14,7,1,6,0,0,0,0,0,0,7,0,7,0
board,AZ,Coconino County Career Center,PY20_Q3,14,6,1,7,0,0,0,0,0,0,7,0,6,0
board,AZ,Coconino County Career Center,PY20_Q4,4,1,0,3,0,0,0,0,0,0,1,0,2,0
board,AZ,Coconino County Career Center,PY21_Q1,48,21,7,20,0,0,0,0,0,0,26,0,23,0
board,AZ,Coconino County Career Center,PY21_Q2,50,28,3,19,0,0,0,0,0,0,28,0,25,0
board,AZ,Coconino County Career Center,PY21_Q3,55,36,3,16,0,0,0,0,0,0,35,0,25,0
board,AZ,Coconino County Career Center,PY21_Q4,46,25,3,18,0,0,0,0,0,0,25,0,18,0
board,AZ,Coconino County Career Center,PY22_Q1,57,30,2,26,0,0,0,0,0,0,32,0,34,0
board,AZ,Coconino County Career Center,PY22_Q2,57,37,1,20,0,0,0,0,0,0,33,0,25,0
board,AZ,Coconino County Career Center,PY22_Q3,63,41,2,21,0,0,0,0,0,0,37,0,26,0
board,AZ,Coconino County Career Center,PY22_Q4,46,28,2,17,0,0,0,0,0,0,26,0,19,0
board,AZ,"Maricopa County, Maricopa Workforce Connections",PY20_Q1,2036,1401,199,451,508,495,12,1,1,0,556,2,523,45
board,AZ,"Maricopa County, Maricopa Workforce Connections",PY20_Q2,2221,1472,271,495,566,550,15,1,1,0,658,2,498,33
board,AZ,"Maricopa County, Maricopa Workforce Connections",PY20_Q3,2412,1625,276,527,465,448,16,1,1,0,728,3,477,24
board,AZ,"Maricopa County, Maricopa Workforce Connections",PY20_Q4,2692,1841,290,578,517,498,19,0,1,0,618,2,452,22
board,AZ,"Maricopa County, Maricopa Workforce Connections",PY21_Q1,2576,1714,272,609,389,367,21,2,1,0,943,5,618,37
board,AZ,"Maricopa County, Maricopa Workforce Connections",PY21_Q2,2469,1668,189,628,455,441,13,2,0,0,901,3,617,36
board,AZ,"Maricopa County, Maricopa Workforce Connections",PY21_Q3,2362,1617,149,609,363,353,9,2,0,0,872,3,596,29
board,AZ,"Maricopa County, Maricopa Workforce Connections",PY21_Q4,2584,1875,125,596,364,352,11,2,0,0,742,3,548,28
board,AZ,"Maricopa County, Maricopa Workforce Connections",PY22_Q1,2545,1903,89,562,436,425,8,5,0,0,1776,435,662,36
board,AZ,"Maricopa County, Maricopa Workforce Connections",PY22_Q2,2628,2062,72,504,502,493,6,5,1,0,1741,499,606,31
board,AZ,"Maricopa County, Maricopa Workforce Connections",PY22_Q3,1778,1321,63,403,228,224,3,3,2,0,1226,227,487,15
board,AZ,"Maricopa County, Maricopa Workforce Connections",PY22_Q4,1229,922,44,270,138,135,1,3,1,0,765,137,318,4
board,AZ,Mohave-LaPaz Local Workforce Investment Board,PY20_Q1,546,338,24,188,6,5,0,1,9,0,113,2,409,4
board,AZ,Mohave-LaPaz Local Workforce Investment Board,PY20_Q2,631,394,28,215,6,5,0,1,5,0,141,2,430,4
board,AZ,Mohave-LaPaz Local Workforce Investment Board,PY20_Q3,659,411,19,233,5,4,0,1,5,0,149,2,428,3
board,AZ,Mohave-LaPaz Local Workforce Investment Board,PY20_Q4,636,358,24,256,3,2,0,1,3,0,142,2,411,3
board,AZ,Mohave-LaPaz Local Workforce Investment Board,PY21_Q1,463,267,18,178,1,1,0,0,2,0,94,1,297,1
board,AZ,Mohave-LaPaz Local Workforce Investment Board,PY21_Q2,463,281,13,169,0,0,0,0,2,0,86,0,311,0
board,AZ,Mohave-LaPaz Local Workforce Investment Board,PY21_Q3,449,280,10,159,0,0,0,0,1,0,93,0,309,0
board,AZ,Mohave-LaPaz Local Workforce Investment Board,PY21_Q4,417,270,15,132,0,0,0,0,1,0,121,0,300,0
board,AZ,Mohave-LaPaz Local Workforce Investment Board,PY22_Q1,396,270,11,115,0,0,0,0,7,0,126,0,284,0
board,AZ,Mohave-LaPaz Local Workforce Investment Board,PY22_Q2,404,260,14,130,0,0,0,0,10,0,125,0,301,0
board,AZ,Mohave-LaPaz Local Workforce Investment Board,PY22_Q3,422,250,15,157,0,0,0,0,11,0,128,0,322,0
board,AZ,Mohave-LaPaz Local Workforce Investment Board,PY22_Q4,417,243,14,160,0,0,0,0,14,0,113,0,290,0
board,AZ,Northeastern Arizona Innovative Workforce Solutions,PY20_Q1,107,81,4,22,20,15,0,5,2,0,58,0,89,20
board,AZ,Northeastern Arizona Innovative Workforce Solutions,PY20_Q2,117,86,6,25,20,15,0,5,3,0,57,0,93,20
board,AZ,Northeastern Arizona Innovative Workforce Solutions,PY20_Q3,130,91,7,32,19,14,0,5,8,0,55,0,106,19
board,AZ,Northeastern Arizona Innovative Workforce Solutions,PY20_Q4,131,90,10,31,19,14,0,5,7,0,55,0,99,19
board,AZ,Northeastern Arizona Innovative Workforce Solutions,PY21_Q1,124,87,12,25,19,14,0,5,4,0,62,0,100,19
board,AZ,Northeastern Arizona Innovative Workforce Solutions,PY21_Q2,121,88,9,24,19,14,0,5,3,0,63,0,96,19
board,AZ,Northeastern Arizona Innovative Workforce Solutions,PY21_Q3,125,93,7,25,19,14,0,5,2,0,65,0,94,19
board,AZ,Northeastern Arizona Innovative Workforce Solutions,PY21_Q4,108,76,2,30,19,14,0,5,4,0,47,0,75,19
board,AZ,Northeastern Arizona Innovative Workforce Solutions,PY22_Q1,114,84,3,27,26,20,0,6,4,0,51,0,81,26
board,AZ,Northeastern Arizona Innovative Workforce Solutions,PY22_Q2,106,75,4,27,25,20,0,5,2,0,47,0,74,25
board,AZ,Northeastern Arizona Innovative Workforce Solutions,PY22_Q3,91,61,4,26,24,19,0,5,1,0,39,0,67,24
board,AZ,Northeastern Arizona Innovative Workforce Solutions,PY22_Q4,95,61,4,30,24,19,0,5,0,0,35,0,62,24
board,AZ,Pima County Workforce Investment Board,PY20_Q1,3023,1859,451,716,28,20,6,2,18,0,1011,2,1413,22
board,AZ,Pima County Workforce Investment Board,PY20_Q2,2789,1657,449,686,26,19,6,1,20,0,924,2,1249,20
